qid,vid,duration_bin,cohort,p3_location_failure,hard_peak_start_sec,hard_peak_end_sec,hard_peak_center_sec,gt_duration_sec,window_length_sec,gt_window_center_sec,hard_window_center_sec,audio_path,status,blocked_reason,S_GT,S_HARD,S_GT_minus_S_HARD,comparison,native_pipeline
KJhGuhNHToA_1,KJhGuhNHToA,2-5s,control,1,11.0,14.0,12.5,2.0,2.0,1.0,12.5,raw_audio/KJhGuhNHToA.wav,VALID,,2.318582057952881,1.4235461950302124,0.8950358629226685,GT>HARD,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
KJhGuhNHToA_2,KJhGuhNHToA,2-5s,control,0,0.0,3.0,1.5,3.0,3.0,12.5,1.5,raw_audio/KJhGuhNHToA.wav,VALID,,5.920466899871826,5.693661689758301,0.2268052101135254,GT>HARD,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
KJhGuhNHToA_4,KJhGuhNHToA,2-5s,control,0,54.0,58.0,56.0,3.0,3.0,40.5,56.0,raw_audio/KJhGuhNHToA.wav,VALID,,2.5085747241973877,0.5859460830688477,1.92262864112854,GT>HARD,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
K_Vre_-4KqU_2,K_Vre_-4KqU,2-5s,control,0,54.0,56.0,55.0,4.0,,,55.0,raw_audio/K_Vre_-4KqU.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
Kel-hfZ_9h8_4,Kel-hfZ_9h8,0-2s,harmful,1,48.0,51.0,49.5,1.0,,,49.5,raw_audio/Kel-hfZ_9h8.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
KnsKf9KoNds_1,KnsKf9KoNds,0-2s,harmful,1,0.0,3.0,1.5,1.0,,,1.5,raw_audio/KnsKf9KoNds.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
KnsKf9KoNds_2,KnsKf9KoNds,2-5s,control,1,86.0,88.0,87.0,3.0,,,87.0,raw_audio/KnsKf9KoNds.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
KvrcRMfFzOE_1,KvrcRMfFzOE,2-5s,harmful,0,181.0,186.0,183.5,4.0,,,183.5,raw_audio/KvrcRMfFzOE.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
LB6CZ0x-kns_1,LB6CZ0x-kns,2-5s,control,0,2.0,3.0,2.5,2.0,,,2.5,raw_audio/LB6CZ0x-kns.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
LCwSUVuTyvg_2,LCwSUVuTyvg,2-5s,harmful,0,21.0,56.0,38.5,4.0,,,38.5,raw_audio/LCwSUVuTyvg.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
LP_DzNUkAKY_1,LP_DzNUkAKY,0-2s,harmful,0,121.0,124.0,122.5,1.0,,,122.5,raw_audio/LP_DzNUkAKY.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
LP_DzNUkAKY_2,LP_DzNUkAKY,2-5s,harmful,0,122.0,124.0,123.0,4.0,,,123.0,raw_audio/LP_DzNUkAKY.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
LVvS3s9dFKw_2,LVvS3s9dFKw,2-5s,harmful,1,173.0,176.0,174.5,3.0,,,174.5,raw_audio/LVvS3s9dFKw.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
LVvS3s9dFKw_3,LVvS3s9dFKw,2-5s,control,1,14.0,17.0,15.5,2.0,,,15.5,raw_audio/LVvS3s9dFKw.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
LvMA1Wcgu3w_1,LvMA1Wcgu3w,2-5s,harmful,0,94.0,95.0,94.5,2.0,,,94.5,raw_audio/LvMA1Wcgu3w.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
MBP4RcnwGZw_1,MBP4RcnwGZw,2-5s,control,0,0.0,2.0,1.0,3.0,,,1.0,raw_audio/MBP4RcnwGZw.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
MPLZUg89y5U_2,MPLZUg89y5U,0-2s,control,1,133.0,139.0,136.0,1.0,,,136.0,raw_audio/MPLZUg89y5U.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
MVGhC-xB79s_2,MVGhC-xB79s,2-5s,control,1,59.0,63.0,61.0,2.0,,,61.0,raw_audio/MVGhC-xB79s.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
MdlEswBfZMQ_2,MdlEswBfZMQ,2-5s,control,1,8.0,14.0,11.0,2.0,,,11.0,raw_audio/MdlEswBfZMQ.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
MkbP_8zJwXU_2,MkbP_8zJwXU,2-5s,harmful,0,0.0,12.0,6.0,2.0,,,6.0,raw_audio/MkbP_8zJwXU.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
MvHpNzDpC6Q_1,MvHpNzDpC6Q,2-5s,control,0,17.0,19.0,18.0,2.0,,,18.0,raw_audio/MvHpNzDpC6Q.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
N_s9F4CI_98_2,N_s9F4CI_98,2-5s,control,0,100.0,102.0,101.0,3.0,,,101.0,raw_audio/N_s9F4CI_98.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
NeWW30WZjPc_1,NeWW30WZjPc,0-2s,control,1,0.0,1.0,0.5,1.0,,,0.5,raw_audio/NeWW30WZjPc.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
Ni3dIj90Oa4_2,Ni3dIj90Oa4,2-5s,harmful,1,12.0,30.0,21.0,3.0,,,21.0,raw_audio/Ni3dIj90Oa4.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
NlKlRKz8OKI_1,NlKlRKz8OKI,2-5s,control,0,52.0,63.0,57.5,4.0,,,57.5,raw_audio/NlKlRKz8OKI.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
NlKlRKz8OKI_2,NlKlRKz8OKI,2-5s,harmful,0,214.0,215.0,214.5,2.0,,,214.5,raw_audio/NlKlRKz8OKI.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
OMGHnJV0l2U_1,OMGHnJV0l2U,2-5s,control,1,197.0,228.0,212.5,2.0,,,212.5,raw_audio/OMGHnJV0l2U.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
OUUckswAaNI_4,OUUckswAaNI,0-2s,control,0,73.0,81.0,77.0,1.0,,,77.0,raw_audio/OUUckswAaNI.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
ObWjGBJF_94_1,ObWjGBJF_94,2-5s,harmful,1,61.0,68.0,64.5,2.0,,,64.5,raw_audio/ObWjGBJF_94.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
OpiWMltpj44_1,OpiWMltpj44,2-5s,harmful,0,40.0,47.0,43.5,3.0,,,43.5,raw_audio/OpiWMltpj44.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
OpiWMltpj44_3,OpiWMltpj44,0-2s,control,0,69.0,72.0,70.5,1.0,,,70.5,raw_audio/OpiWMltpj44.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
OpiWMltpj44_4,OpiWMltpj44,2-5s,control,0,10.0,16.0,13.0,2.0,,,13.0,raw_audio/OpiWMltpj44.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
Ot0bN_hz2ec_3,Ot0bN_hz2ec,2-5s,control,0,145.0,148.0,146.5,3.0,,,146.5,raw_audio/Ot0bN_hz2ec.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
PO8Nu3F8mkA_1,PO8Nu3F8mkA,2-5s,control,0,11.0,12.0,11.5,3.0,3.0,16.5,11.5,raw_audio/PO8Nu3F8mkA.wav,VALID,,-2.860311985015869,-0.3561953008174896,-2.5041166841983795,HARD>GT,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
PTyFYxXdut4_2,PTyFYxXdut4,2-5s,control,0,0.0,5.0,2.5,4.0,,,2.5,raw_audio/PTyFYxXdut4.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
PYP-r0nvbFk_2,PYP-r0nvbFk,0-2s,harmful,1,43.0,44.0,43.5,1.0,,,43.5,raw_audio/PYP-r0nvbFk.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
PYP-r0nvbFk_3,PYP-r0nvbFk,0-2s,harmful,0,28.0,30.0,29.0,1.0,,,29.0,raw_audio/PYP-r0nvbFk.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
Pb6MqpdX5Jw_4,Pb6MqpdX5Jw,2-5s,control,0,19.0,30.0,24.5,2.0,,,24.5,raw_audio/Pb6MqpdX5Jw.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
Pb6MqpdX5Jw_5,Pb6MqpdX5Jw,2-5s,control,0,74.0,79.0,76.5,2.0,,,76.5,raw_audio/Pb6MqpdX5Jw.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
QHfyKaOHSz4_2,QHfyKaOHSz4,2-5s,harmful,1,47.0,48.0,47.5,3.0,,,47.5,raw_audio/QHfyKaOHSz4.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
QKHpSAAjakY_1,QKHpSAAjakY,0-2s,control,0,12.0,17.0,14.5,1.0,,,14.5,raw_audio/QKHpSAAjakY.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
QKHpSAAjakY_3,QKHpSAAjakY,2-5s,harmful,0,78.0,85.0,81.5,2.0,,,81.5,raw_audio/QKHpSAAjakY.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
QOmV7O9mFwg_1,QOmV7O9mFwg,2-5s,control,0,170.0,173.0,171.5,4.0,,,171.5,raw_audio/QOmV7O9mFwg.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
QOmV7O9mFwg_2,QOmV7O9mFwg,2-5s,harmful,0,45.0,47.0,46.0,3.0,,,46.0,raw_audio/QOmV7O9mFwg.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
QOmV7O9mFwg_3,QOmV7O9mFwg,2-5s,control,0,133.0,134.0,133.5,2.0,,,133.5,raw_audio/QOmV7O9mFwg.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
QRtuOWWya30_1,QRtuOWWya30,2-5s,harmful,1,0.0,10.0,5.0,2.0,,,5.0,raw_audio/QRtuOWWya30.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
QvATUKXYFBs_2,QvATUKXYFBs,2-5s,harmful,1,16.0,30.0,23.0,3.0,,,23.0,raw_audio/QvATUKXYFBs.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
QvATUKXYFBs_4,QvATUKXYFBs,2-5s,control,0,32.0,49.0,40.5,4.0,,,40.5,raw_audio/QvATUKXYFBs.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
R4fXcbWFhJg_1,R4fXcbWFhJg,2-5s,control,0,15.0,20.0,17.5,3.0,,,17.5,raw_audio/R4fXcbWFhJg.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
R4fXcbWFhJg_2,R4fXcbWFhJg,2-5s,harmful,0,7.0,26.0,16.5,3.0,,,16.5,raw_audio/R4fXcbWFhJg.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
RNBoH2LHQEM_2,RNBoH2LHQEM,2-5s,control,0,163.0,164.0,163.5,4.0,,,163.5,raw_audio/RNBoH2LHQEM.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
RfGapDlAYoQ_1,RfGapDlAYoQ,2-5s,harmful,0,113.0,119.0,116.0,3.0,,,116.0,raw_audio/RfGapDlAYoQ.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
RfGapDlAYoQ_2,RfGapDlAYoQ,0-2s,harmful,1,113.0,119.0,116.0,1.0,,,116.0,raw_audio/RfGapDlAYoQ.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
RfGapDlAYoQ_3,RfGapDlAYoQ,2-5s,harmful,1,16.0,25.0,20.5,4.0,,,20.5,raw_audio/RfGapDlAYoQ.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
Rp4Ct_TQvAM_2,Rp4Ct_TQvAM,2-5s,harmful,1,265.0,288.0,276.5,2.0,,,276.5,raw_audio/Rp4Ct_TQvAM.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
RrmBGjJqlEo_1,RrmBGjJqlEo,2-5s,harmful,0,85.0,102.0,93.5,2.0,,,93.5,raw_audio/RrmBGjJqlEo.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
S0SQyFXbqF8_2,S0SQyFXbqF8,2-5s,control,0,8.0,23.0,15.5,2.0,,,15.5,raw_audio/S0SQyFXbqF8.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
SQHYl2Kp5ww_2,SQHYl2Kp5ww,2-5s,control,1,237.0,245.0,241.0,4.0,,,241.0,raw_audio/SQHYl2Kp5ww.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
T32kii824pA_2,T32kii824pA,2-5s,control,1,90.0,91.0,90.5,2.0,,,90.5,raw_audio/T32kii824pA.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
T9_ep-3BZDY_1,T9_ep-3BZDY,0-2s,control,1,178.0,179.0,178.5,1.0,,,178.5,raw_audio/T9_ep-3BZDY.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
T9_ep-3BZDY_2,T9_ep-3BZDY,0-2s,harmful,1,18.0,28.0,23.0,1.0,,,23.0,raw_audio/T9_ep-3BZDY.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
Tgxst7Ft9js_1,Tgxst7Ft9js,2-5s,control,0,4.0,36.0,20.0,4.0,,,20.0,raw_audio/Tgxst7Ft9js.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
TtRtURWVYBE_2,TtRtURWVYBE,2-5s,control,0,0.0,4.0,2.0,3.0,,,2.0,raw_audio/TtRtURWVYBE.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
U3CAjsm1sec_1,U3CAjsm1sec,2-5s,harmful,1,1.0,6.0,3.5,4.0,,,3.5,raw_audio/U3CAjsm1sec.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
U5ij0M7T-hk_1,U5ij0M7T-hk,2-5s,control,0,106.0,109.0,107.5,3.0,,,107.5,raw_audio/U5ij0M7T-hk.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
U90e2P9jy30_1,U90e2P9jy30,2-5s,harmful,0,115.0,147.0,131.0,2.0,,,131.0,raw_audio/U90e2P9jy30.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
U90e2P9jy30_2,U90e2P9jy30,2-5s,control,1,131.0,147.0,139.0,3.0,,,139.0,raw_audio/U90e2P9jy30.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
UAmDLPjNyMg_1,UAmDLPjNyMg,2-5s,control,0,55.0,57.0,56.0,2.0,,,56.0,raw_audio/UAmDLPjNyMg.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
UE3XnVFodMI_1,UE3XnVFodMI,2-5s,harmful,1,0.0,18.0,9.0,4.0,,,9.0,raw_audio/UE3XnVFodMI.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
UQtBt6CQpwg_1,UQtBt6CQpwg,2-5s,control,0,8.0,9.0,8.5,2.0,,,8.5,raw_audio/UQtBt6CQpwg.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
UXGzbBGbqAA_2,UXGzbBGbqAA,2-5s,control,0,76.0,82.0,79.0,3.0,,,79.0,raw_audio/UXGzbBGbqAA.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
V4PLSw_WzVw_1,V4PLSw_WzVw,2-5s,harmful,0,65.0,79.0,72.0,4.0,,,72.0,raw_audio/V4PLSw_WzVw.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
V4PLSw_WzVw_2,V4PLSw_WzVw,2-5s,control,0,15.0,19.0,17.0,2.0,,,17.0,raw_audio/V4PLSw_WzVw.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
V8A0VRGdgwM_1,V8A0VRGdgwM,2-5s,control,0,0.0,4.0,2.0,4.0,,,2.0,raw_audio/V8A0VRGdgwM.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
V8A0VRGdgwM_2,V8A0VRGdgwM,2-5s,harmful,1,13.0,15.0,14.0,2.0,,,14.0,raw_audio/V8A0VRGdgwM.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
VE6Ku0-ucUM_1,VE6Ku0-ucUM,2-5s,control,0,2.0,15.0,8.5,2.0,,,8.5,raw_audio/VE6Ku0-ucUM.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
VE6Ku0-ucUM_2,VE6Ku0-ucUM,2-5s,control,0,62.0,66.0,64.0,3.0,,,64.0,raw_audio/VE6Ku0-ucUM.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
VE6Ku0-ucUM_3,VE6Ku0-ucUM,2-5s,control,0,15.0,18.0,16.5,2.0,,,16.5,raw_audio/VE6Ku0-ucUM.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
VZLZ08k3YeA_1,VZLZ08k3YeA,2-5s,control,0,13.0,23.0,18.0,2.0,,,18.0,raw_audio/VZLZ08k3YeA.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
VZLZ08k3YeA_3,VZLZ08k3YeA,0-2s,harmful,1,0.0,4.0,2.0,1.0,,,2.0,raw_audio/VZLZ08k3YeA.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
VZLZ08k3YeA_4,VZLZ08k3YeA,2-5s,control,0,7.0,15.0,11.0,4.0,,,11.0,raw_audio/VZLZ08k3YeA.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
VjSEIRnLAh8_2,VjSEIRnLAh8,2-5s,control,1,0.0,41.0,20.5,2.0,,,20.5,raw_audio/VjSEIRnLAh8.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
VjSEIRnLAh8_4,VjSEIRnLAh8,2-5s,harmful,1,0.0,43.0,21.5,2.0,,,21.5,raw_audio/VjSEIRnLAh8.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
WCYfCfW9NA0_4,WCYfCfW9NA0,2-5s,control,0,241.0,246.0,243.5,3.0,,,243.5,raw_audio/WCYfCfW9NA0.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
WUpeplQr3A4_1,WUpeplQr3A4,2-5s,harmful,0,7.0,19.0,13.0,2.0,,,13.0,raw_audio/WUpeplQr3A4.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
WUyeFOyKIg0_1,WUyeFOyKIg0,2-5s,harmful,1,293.0,295.0,294.0,2.0,,,294.0,raw_audio/WUyeFOyKIg0.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
WUyeFOyKIg0_2,WUyeFOyKIg0,2-5s,control,0,102.0,107.0,104.5,3.0,,,104.5,raw_audio/WUyeFOyKIg0.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
