top1_query_index,initial_gt_distance_sec,initial_hard_distance_sec,final_gt_distance_sec,final_hard_distance_sec,hard_distance_change_sec,gt_distance_change_sec,reference_attraction_flag,classification,reference_centers_sec,final_center_sec,final_width_gt_ratio,qid,vid,duration_bin,cohort,p3_location_failure,hard_peak_center_sec
7,74.44531261920929,20.05468738079071,80.0,14.5,-5.5546873807907104,5.5546873807907104,True,begin_hard_and_remain,"[40.5546875, 36.6299934387207]",35.0,1.5,RfGapDlAYoQ_3,RfGapDlAYoQ,2-5s,harmful,1,20.5
3,9.167285799980164,48.667285799980164,41.0,1.5,-47.167285799980164,31.832714200019836,True,begin_gt_move_hard,"[227.8327178955078, 280.5050964355469]",278.0,6.0,Rp4Ct_TQvAM_2,Rp4Ct_TQvAM,2-5s,harmful,1,276.5
6,0.7850354909896851,15.714964509010315,12.5,4.0,-11.714964509010315,11.714964509010315,True,begin_gt_move_hard,"[109.2149658203125, 103.09851837158203]",97.5,5.5,RrmBGjJqlEo_1,RrmBGjJqlEo,2-5s,harmful,0,93.5
9,12.559641361236572,0.059641361236572266,18.0,5.5,5.440358638763428,5.440358638763428,False,begin_hard_and_remain,"[15.440359115600586, 9.471538543701172]",10.0,3.0,S0SQyFXbqF8_2,S0SQyFXbqF8,2-5s,control,0,15.5
5,4.2942376136779785,33.70576238632202,9.5,6.5,-27.20576238632202,5.2057623863220215,True,begin_gt_move_hard,"[207.2942352294922, 248.57254028320312]",247.5,14.75,SQHYl2Kp5ww_2,SQHYl2Kp5ww,2-5s,control,1,241.0
7,209.16098982095718,9.660989820957184,218.5,19.0,9.339010179042816,9.339010179042816,False,begin_hard_and_remain,"[80.8390121459961, 73.29883575439453]",71.5,4.5,T32kii824pA_2,T32kii824pA,2-5s,control,1,90.5
4,56.0243918299675,2.975608170032501,58.0,1.0,-1.9756081700325012,1.9756081700325012,True,begin_hard_and_remain,"[175.52439880371094, 178.91848754882812]",177.5,9.0,T9_ep-3BZDY_1,T9_ep-3BZDY,0-2s,control,1,178.5
9,19.409716323018074,25.090283676981926,38.5,6.0,-19.090283676981926,19.090283676981926,True,begin_gt_move_hard,"[48.09028244018555, 28.957372665405273]",29.0,14.0,T9_ep-3BZDY_2,T9_ep-3BZDY,0-2s,harmful,1,23.0
9,34.188340559601784,16.188340559601784,0.0,18.0,1.8116594403982162,-34.188340559601784,False,approach_gt,"[36.18833923339844, 7.049849510192871]",2.0,1.0,Tgxst7Ft9js_1,Tgxst7Ft9js,2-5s,control,0,20.0
4,2.8315526843070984,37.3315526843071,1.0,35.5,-1.8315526843070984,-1.8315526843070984,False,approach_gt,"[39.3315544128418, 40.31885528564453]",37.5,1.0,TtRtURWVYBE_2,TtRtURWVYBE,2-5s,control,0,2.0
9,25.685500845313072,10.814499154686928,36.5,0.0,-10.814499154686928,10.814499154686928,True,begin_hard_and_remain,"[14.314498901367188, 5.436252593994141]",3.5,0.75,U3CAjsm1sec_1,U3CAjsm1sec,2-5s,harmful,1,3.5
0,1.8444320559501648,43.344432055950165,1.0,40.5,-2.844432055950165,-0.8444320559501648,False,approach_gt,"[150.8444366455078, 154.69725036621094]",148.0,2.0,U5ij0M7T-hk_1,U5ij0M7T-hk,2-5s,control,0,107.5
1,23.02431607246399,3.0243160724639893,19.5,0.5,-2.5243160724639893,-3.5243160724639893,True,begin_hard_and_remain,"[134.02432250976562, 130.95289611816406]",130.5,5.5,U90e2P9jy30_1,U90e2P9jy30,2-5s,harmful,0,131.0
3,15.594696521759033,89.59469652175903,23.0,131.5,41.90530347824097,7.405303478240967,False,approach_neither,"[228.59469604492188, 272.0377502441406]",270.5,5.0,U90e2P9jy30_2,U90e2P9jy30,2-5s,control,1,139.0
1,0.2955623269081116,5.204437673091888,0.5,6.0,0.7955623269081116,0.20443767309188843,False,approach_neither,"[61.204437255859375, 63.11659622192383]",62.0,3.0,UAmDLPjNyMg_1,UAmDLPjNyMg,2-5s,control,0,56.0
9,13.04843021929264,31.04843021929264,24.0,6.0,-25.04843021929264,10.95156978070736,True,begin_gt_move_hard,"[40.048431396484375, 9.450684547424316]",3.0,1.5,UE3XnVFodMI_1,UE3XnVFodMI,2-5s,harmful,1,9.0
8,0.20983955264091492,19.709839552640915,0.5,20.0,0.2901604473590851,0.2901604473590851,False,approach_neither,"[28.2098388671875, 29.868114471435547]",28.5,1.5,UQtBt6CQpwg_1,UQtBt6CQpwg,2-5s,control,0,8.5
0,10.063135325908661,2.563135325908661,8.0,0.5,-2.063135325908661,-2.063135325908661,True,begin_hard_and_remain,"[76.4368667602539, 79.39476013183594]",78.5,2.3333333333333335,UXGzbBGbqAA_2,UXGzbBGbqAA,2-5s,control,0,79.0
2,20.648674368858337,11.648674368858337,2.0,7.0,-4.648674368858337,-18.648674368858337,False,approach_gt,"[60.35132598876953, 79.19921875]",79.0,0.5,V4PLSw_WzVw_1,V4PLSw_WzVw,2-5s,harmful,0,72.0
7,56.83010423183441,5.169895768165588,63.5,1.5,-3.6698957681655884,6.669895768165588,True,begin_hard_and_remain,"[22.16989517211914, 18.22276496887207]",15.5,1.5,V4PLSw_WzVw_2,V4PLSw_WzVw,2-5s,control,0,17.0
5,4.205520987510681,51.20552098751068,0.5,55.5,4.294479012489319,-3.705520987510681,False,approach_gt,"[53.20552062988281, 60.112510681152344]",57.5,1.25,V8A0VRGdgwM_1,V8A0VRGdgwM,2-5s,control,0,2.0
8,37.18376871943474,22.816231280565262,33.0,27.0,4.183768719434738,-4.183768719434738,False,begin_hard_and_remain,"[36.81623077392578, 41.77983856201172]",41.0,2.0,V8A0VRGdgwM_2,V8A0VRGdgwM,2-5s,harmful,1,14.0
9,9.615246564149857,2.1152465641498566,0.0,7.5,5.384753435850143,-9.615246564149857,False,approach_gt,"[10.615246772766113, 3.3626110553741455]",1.0,1.0,VE6Ku0-ucUM_1,VE6Ku0-ucUM,2-5s,control,0,8.5
3,46.79083323478699,13.709166765213013,60.0,0.5,-13.209166765213013,13.209166765213013,True,begin_hard_and_remain,"[50.29083251953125, 62.910858154296875]",63.5,1.0,VE6Ku0-ucUM_2,VE6Ku0-ucUM,2-5s,control,0,64.0
5,20.395267724990845,29.104732275009155,14.0,35.5,6.395267724990845,-6.395267724990845,False,approach_gt,"[45.604732513427734, 52.78748321533203]",52.0,5.0,VE6Ku0-ucUM_3,VE6Ku0-ucUM,2-5s,control,0,16.5
7,55.60822927951813,20.391770720481873,73.0,3.0,-17.391770720481873,17.391770720481873,True,begin_hard_and_remain,"[38.39176940917969, 23.292953491210938]",21.0,2.0,VZLZ08k3YeA_1,VZLZ08k3YeA,2-5s,control,0,18.0
9,99.66113618016243,20.83886381983757,121.0,0.5,-20.33886381983757,21.33886381983757,True,begin_hard_and_remain,"[22.838863372802734, 4.519260883331299]",1.5,3.0,VZLZ08k3YeA_3,VZLZ08k3YeA,0-2s,harmful,1,2.0
7,99.60822927951813,27.391770720481873,120.0,7.0,-20.391770720481873,20.391770720481873,True,begin_hard_and_remain,"[38.39176940917969, 21.799463272094727]",18.0,1.5,VZLZ08k3YeA_4,VZLZ08k3YeA,2-5s,control,0,11.0
9,112.74887925386429,27.75112074613571,145.5,5.0,-22.75112074613571,32.75112074613571,True,begin_hard_and_remain,"[48.251121520996094, 21.293548583984375]",15.5,7.5,VjSEIRnLAh8_2,VjSEIRnLAh8,2-5s,control,1,20.5
9,218.7488792538643,26.75112074613571,248.5,3.0,-23.75112074613571,29.75112074613571,True,begin_hard_and_remain,"[48.251121520996094, 21.493452072143555]",18.5,13.5,VjSEIRnLAh8_4,VjSEIRnLAh8,2-5s,harmful,1,21.5
8,140.14466246962547,109.14466246962547,128.5,97.5,-11.644662469625473,-11.644662469625473,True,begin_hard_and_remain,"[134.35533142089844, 151.19032287597656]",146.0,4.0,WCYfCfW9NA0_4,WCYfCfW9NA0,2-5s,control,0,243.5
9,28.25112074613571,35.25112074613571,6.5,0.5,-34.75112074613571,-21.75112074613571,True,begin_gt_move_hard,"[48.251121520996094, 13.20660400390625]",13.5,4.5,WUpeplQr3A4_1,WUpeplQr3A4,2-5s,harmful,0,13.0
0,0.7467032074928284,91.74670320749283,26.0,65.0,-26.74670320749283,25.25329679250717,False,approach_neither,"[202.2532958984375, 230.31463623046875]",229.0,4.0,WUyeFOyKIg0_1,WUyeFOyKIg0,2-5s,harmful,1,294.0
0,21.24670320749283,97.75329679250717,5.5,124.5,26.74670320749283,-15.746703207492828,False,approach_gt,"[202.2532958984375, 233.22018432617188]",229.0,3.3333333333333335,WUyeFOyKIg0_2,WUyeFOyKIg0,2-5s,control,0,104.5
6,13.850914627313614,56.850914627313614,0.0,37.0,-19.850914627313614,-13.850914627313614,False,approach_gt,"[108.85091400146484, 102.0254898071289]",89.0,3.0,Wq4OD3olO2w_1,Wq4OD3olO2w,2-5s,control,0,52.0
9,5.751120746135712,34.75112074613571,16.5,9.0,-25.75112074613571,10.748879253864288,True,begin_gt_move_hard,"[48.251121520996094, 28.159374237060547]",22.5,4.333333333333333,WqXFAY4k79s_1,WqXFAY4k79s,2-5s,control,0,13.5
5,30.237310886383057,10.762689113616943,48.5,7.5,-3.2626891136169434,18.262689113616943,True,begin_hard_and_remain,"[96.73731231689453, 117.2192153930664]",115.0,8.0,XZTt1xdK8uQ_1,XZTt1xdK8uQ,0-2s,control,1,107.5
4,6.8058584332466125,161.8058584332466,8.0,163.0,1.1941415667533875,1.1941415667533875,False,approach_neither,"[167.3058624267578, 168.3553009033203]",168.5,3.5,YflmW68gL4E_2,YflmW68gL4E,2-5s,control,0,5.5
5,30.603256821632385,59.103256821632385,70.0,98.5,39.396743178367615,39.396743178367615,False,approach_neither,"[206.60325622558594, 249.6381072998047]",246.0,8.0,Z1Cyj4N05lk_3,Z1Cyj4N05lk,2-5s,control,1,147.5
9,16.024663776159286,0.5246637761592865,21.0,5.5,4.9753362238407135,4.9753362238407135,False,begin_hard_and_remain,"[14.475336074829102, 8.845748901367188]",9.5,1.6666666666666667,Z3wDry8nnJs_1,Z3wDry8nnJs,2-5s,control,0,15.0
4,4.166571021080017,21.333428978919983,0.5,25.0,3.666571021080017,-3.666571021080017,False,approach_gt,"[52.83342742919922, 58.244083404541016]",56.5,1.5,Z3wDry8nnJs_3,Z3wDry8nnJs,2-5s,control,0,31.5
9,40.25112074613571,69.74887925386429,5.0,115.0,45.25112074613571,-35.25112074613571,False,approach_gt,"[48.251121520996094, 11.818477630615234]",3.0,3.0,ZBtgrP4vU_w_2,ZBtgrP4vU_w,2-5s,harmful,1,118.0
7,11.17843759059906,12.32156240940094,24.0,0.5,-11.82156240940094,12.82156240940094,True,begin_gt_move_hard,"[30.821561813354492, 19.304716110229492]",18.0,3.0,ZTYAQBnU4GM_1,ZTYAQBnU4GM,2-5s,control,0,18.5
5,21.415226936340332,16.415226936340332,0.5,5.5,-10.915226936340332,-20.915226936340332,False,approach_gt,"[116.08477020263672, 139.27273559570312]",138.0,3.0,ZUmZgPL0ges_3,ZUmZgPL0ges,2-5s,control,0,132.5
9,7.671749100089073,27.328250899910927,1.5,8.5,-18.828250899910927,-6.171749100089073,False,approach_gt,"[32.328250885009766, 19.07883071899414]",13.5,1.25,Z_smJ66Tb3c_1,Z_smJ66Tb3c,2-5s,control,0,5.0
9,56.17174910008907,17.828250899910927,76.0,2.0,-15.828250899910927,19.828250899910927,True,begin_hard_and_remain,"[32.328250885009766, 13.255677223205566]",12.5,9.0,Z_smJ66Tb3c_3,Z_smJ66Tb3c,0-2s,control,1,14.5
5,5.71759307384491,72.78240692615509,2.5,81.0,8.21759307384491,-3.2175930738449097,False,approach_gt,"[93.28240966796875, 102.2242202758789]",101.5,2.5,Zsf2YvJfCKw_1,Zsf2YvJfCKw,2-5s,control,0,20.5
9,0.9962629526853561,13.996262952685356,2.0,1.5,-12.496262952685356,1.0037370473146439,True,begin_gt_move_hard,"[18.49626350402832, 9.470297813415527]",6.0,3.0,_AcJVyToQUQ_1,_AcJVyToQUQ,2-5s,control,0,4.5
3,2.1563512086868286,14.343648791313171,11.0,27.5,13.156351208686829,8.843648791313171,False,approach_neither,"[101.3436508178711, 115.57842254638672]",114.5,2.5,_BSmz3SEW1w_1,_BSmz3SEW1w,2-5s,control,1,87.0
6,34.58136573433876,41.41863426566124,47.0,29.0,-12.41863426566124,12.41863426566124,True,begin_gt_move_hard,"[48.41863250732422, 41.222328186035156]",36.0,3.3333333333333335,_BSmz3SEW1w_2,_BSmz3SEW1w,2-5s,control,0,7.0
8,3.0963002145290375,12.403699785470963,0.5,16.0,3.5963002145290375,-2.5963002145290375,False,approach_gt,"[34.9036979675293, 37.638153076171875]",38.5,0.75,_C2HinL8VlM_1,_C2HinL8VlM,2-5s,control,0,22.5
9,24.618385389447212,31.618385389447212,3.0,4.0,-27.618385389447212,-21.618385389447212,False,approach_gt,"[38.118385314941406, 15.054553985595703]",10.5,17.0,_YS5uKWoB6g_2,_YS5uKWoB6g,0-2s,harmful,1,6.5
9,21.381614610552788,21.618385389447212,51.5,8.5,-13.118385389447212,30.118385389447212,True,begin_gt_move_hard,"[38.118385314941406, 12.590520858764648]",8.0,12.0,_YS5uKWoB6g_5,_YS5uKWoB6g,0-2s,control,1,16.5
9,108.09118101000786,7.908818989992142,125.0,9.0,1.0911810100078583,16.90881898999214,False,begin_hard_and_remain,"[20.9088191986084, 7.605491638183594]",4.0,4.0,_ezm-TpKj1w_1,_ezm-TpKj1w,2-5s,control,0,13.0
9,56.81136032938957,6.188639670610428,65.0,2.0,-4.188639670610428,8.188639670610428,True,begin_hard_and_remain,"[13.188639640808105, 5.0722198486328125]",5.0,2.0,_oKXrY5Ff0g_3,_oKXrY5Ff0g,2-5s,harmful,1,7.0
9,107.15769824385643,3.65769824385643,111.0,7.5,3.84230175614357,3.84230175614357,False,begin_hard_and_remain,"[27.342302322387695, 20.690872192382812]",23.5,3.0,aMhu5eMQAsI_3,aMhu5eMQAsI,2-5s,harmful,1,31.0
9,3.7488792538642883,35.75112074613571,31.0,4.0,-31.75112074613571,27.25112074613571,True,begin_gt_move_hard,"[48.251121520996094, 20.722522735595703]",8.5,3.25,aZAXO2WZn84_2,aZAXO2WZn84,2-5s,control,0,12.5
9,65.74887925386429,37.25112074613571,106.5,3.5,-33.75112074613571,40.75112074613571,True,begin_hard_and_remain,"[48.251121520996094, 19.946699142456055]",7.5,5.0,aZAXO2WZn84_4,aZAXO2WZn84,2-5s,control,1,11.0
9,128.2488792538643,37.75112074613571,168.5,2.5,-35.25112074613571,40.25112074613571,True,begin_hard_and_remain,"[48.251121520996094, 19.239704132080078]",8.0,14.0,aZAXO2WZn84_5,aZAXO2WZn84,0-2s,harmful,0,10.5
0,6.475243449211121,30.97524344921112,0.0,24.5,-6.475243449211121,-6.475243449211121,False,approach_gt,"[82.5247573852539, 88.08141326904297]",89.0,2.0,ajheseWZmmU_2,ajheseWZmmU,2-5s,control,0,113.5
0,68.59956806898117,19.09956806898117,48.5,1.0,-18.09956806898117,-20.09956806898117,True,begin_hard_and_remain,"[200.9004364013672, 224.99301147460938]",221.0,10.0,b1PXsfgQw5w_1,b1PXsfgQw5w,0-2s,control,0,220.0
0,18.40043193101883,196.90043193101883,37.5,216.0,19.09956806898117,19.09956806898117,False,approach_neither,"[200.9004364013672, 224.70164489746094]",220.0,14.0,b1PXsfgQw5w_2,b1PXsfgQw5w,0-2s,control,1,4.0
9,9.251120746135712,36.75112074613571,7.0,10.0,-26.75112074613571,-2.2511207461357117,False,approach_gt,"[48.251121520996094, 30.7673397064209]",21.5,5.5,bUTOsLXYyxg_1,bUTOsLXYyxg,2-5s,harmful,1,11.5
8,22.118167340755463,13.381832659244537,19.0,16.5,3.1181673407554626,-3.1181673407554626,False,begin_hard_and_remain,"[35.381832122802734, 39.688446044921875]",38.5,1.0,bX2vDaHL26U_1,bX2vDaHL26U,2-5s,control,0,22.0
0,4.5559998750686646,2.5559998750686646,4.5,2.5,-0.05599987506866455,-0.05599987506866455,True,begin_hard_and_remain,"[50.055999755859375, 51.12008285522461]",50.0,4.0,bX2vDaHL26U_2,bX2vDaHL26U,0-2s,control,0,47.5
6,0.9181234240531921,55.58187657594681,0.5,53.0,-2.581876575946808,-0.41812342405319214,False,approach_gt,"[72.08187866210938, 71.60836791992188]",69.5,5.666666666666667,bgbnu5YKTDg_4,bgbnu5YKTDg,2-5s,control,0,16.5
8,64.48233658075333,0.017663419246673584,67.0,2.5,2.4823365807533264,2.5176634192466736,False,begin_hard_and_remain,"[65.98233795166016, 72.08496856689453]",68.5,1.6666666666666667,bpv_LneHmfU_1,bpv_LneHmfU,2-5s,control,0,66.0
9,20.349775850772858,3.6502241492271423,23.0,1.0,-2.6502241492271423,2.6502241492271423,True,begin_hard_and_remain,"[9.650223731994629, 7.748619079589844]",7.0,7.0,cPiSd5nJLrI_1,cPiSd5nJLrI,2-5s,harmful,1,6.0
8,3.8120275735855103,4.68797242641449,0.0,8.5,3.8120275735855103,-3.8120275735855103,False,approach_gt,"[28.687973022460938, 32.23967742919922]",32.5,1.0,cPiSd5nJLrI_2,cPiSd5nJLrI,2-5s,control,0,24.0
4,50.91455125808716,5.585448741912842,58.5,2.0,-3.585448741912842,7.585448741912842,True,begin_hard_and_remain,"[145.58544921875, 144.2766876220703]",138.0,8.0,cz0FSQDVBMw_2,cz0FSQDVBMw,0-2s,harmful,1,140.0
1,0.9317325353622437,4.568267464637756,6.5,1.0,-3.5682674646377563,5.568267464637756,True,begin_gt_move_hard,"[45.568267822265625, 43.731807708740234]",40.0,2.0,d6gu2w19YQo_1,d6gu2w19YQo,2-5s,control,0,41.0
1,98.9789057970047,0.021094202995300293,103.0,4.0,3.9789057970046997,4.0210942029953,False,begin_hard_and_remain,"[79.5210952758789, 77.86231994628906]",75.5,5.0,dYvL6uEMl6E_1,dYvL6uEMl6E,0-2s,control,1,79.5
7,6.890625238418579,13.609374761581421,19.0,1.5,-12.109374761581421,12.109374761581421,True,begin_gt_move_hard,"[81.109375, 77.58527374267578]",69.0,7.0,dkiwn2FdDVw_2,dkiwn2FdDVw,2-5s,control,1,67.5
6,3.285035490989685,41.714964509010315,15.5,20.5,-21.214964509010315,12.214964509010315,False,approach_neither,"[109.2149658203125, 91.9837417602539]",88.0,12.0,dkiwn2FdDVw_3,dkiwn2FdDVw,0-2s,control,1,67.5
7,105.39062523841858,13.109374761581421,119.0,0.5,-12.609374761581421,13.609374761581421,True,begin_hard_and_remain,"[81.109375, 76.81684112548828]",67.5,4.333333333333333,dkiwn2FdDVw_4,dkiwn2FdDVw,2-5s,harmful,1,68.0
9,125.31165944039822,188.31165944039822,153.0,216.0,27.688340559601784,27.688340559601784,False,approach_neither,"[36.18833923339844, 13.22330379486084]",8.5,9.0,e2rScj9UyMs_2,e2rScj9UyMs,0-2s,harmful,0,224.5
5,3.6032568216323853,108.60325682163239,40.0,145.0,36.396743178367615,36.396743178367615,False,approach_neither,"[206.60325622558594, 247.3114471435547]",243.0,5.0,eRU-rABp8nk_2,eRU-rABp8nk,2-5s,harmful,0,98.0
5,46.896743178367615,89.60325682163239,8.5,128.0,38.396743178367615,-38.396743178367615,False,approach_gt,"[206.60325622558594, 247.9052734375]",245.0,12.0,eRU-rABp8nk_3,eRU-rABp8nk,0-2s,control,1,117.0
7,16.339010179042816,40.339010179042816,16.0,8.0,-32.339010179042816,-0.33901017904281616,True,begin_gt_move_hard,"[80.8390121459961, 52.55575180053711]",48.5,3.0,eUecAF626A8_2,eUecAF626A8,2-5s,harmful,1,40.5
5,19.103256821632385,112.10325682163239,52.0,145.0,32.896743178367615,32.896743178367615,False,approach_neither,"[206.60325622558594, 244.14801025390625]",239.5,3.6666666666666665,eYbFtxZmKL4_1,eYbFtxZmKL4,2-5s,control,1,94.5
9,39.090283676981926,19.409716323018074,3.5,55.0,35.590283676981926,-35.590283676981926,False,approach_gt,"[48.09028244018555, 23.755828857421875]",12.5,2.25,elztUCeNQvQ_1,elztUCeNQvQ,2-5s,control,0,67.5
7,46.660989820957184,22.839010179042816,30.5,5.5,-17.339010179042816,-16.160989820957184,True,begin_hard_and_remain,"[80.8390121459961, 67.83448791503906]",63.5,2.3333333333333335,elztUCeNQvQ_2,elztUCeNQvQ,2-5s,harmful,0,58.0
7,0.16098982095718384,13.339010179042816,20.0,6.5,-6.839010179042816,19.839010179042816,True,begin_gt_move_hard,"[80.8390121459961, 61.559444427490234]",61.0,4.0,elztUCeNQvQ_5,elztUCeNQvQ,2-5s,control,0,67.5
6,30.769038051366806,32.230961948633194,21.5,41.5,9.269038051366806,-9.269038051366806,False,approach_gt,"[36.769039154052734, 31.354801177978516]",27.5,5.5,emGPabOePzA_1,emGPabOePzA,2-5s,control,0,69.0
1,32.02431607246399,16.02431607246399,12.5,3.5,-12.52431607246399,-19.52431607246399,True,begin_hard_and_remain,"[134.02432250976562, 118.24557495117188]",114.5,5.5,eu5bq0A3XVQ_2,eu5bq0A3XVQ,2-5s,harmful,0,118.0
9,101.24887925386429,35.75112074613571,136.0,1.0,-34.75112074613571,34.75112074613571,True,begin_hard_and_remain,"[48.251121520996094, 21.022396087646484]",13.5,3.0,eu5bq0A3XVQ_3,eu5bq0A3XVQ,2-5s,harmful,0,12.5
9,18.426307782530785,6.426307782530785,0.5,12.5,6.073692217469215,-17.926307782530785,False,approach_gt,"[20.426307678222656, 6.331446647644043]",1.5,0.75,fGGYeXR_LS8_1,fGGYeXR_LS8,2-5s,control,0,14.0
5,97.60325682163239,76.10325682163239,127.5,106.0,29.896743178367615,29.896743178367615,False,begin_hard_and_remain,"[206.60325622558594, 241.5909881591797]",236.5,4.25,fK4QBQZ6i7w_1,fK4QBQZ6i7w,2-5s,harmful,0,130.5
7,17.297916889190674,1.2020831108093262,7.0,11.0,9.797916889190674,-10.297916889190674,False,approach_gt,"[75.70207977294922, 64.10547637939453]",63.5,7.666666666666667,fPqj3nnwQOI_1,fPqj3nnwQOI,2-5s,control,0,74.5
6,3.933966875076294,19.433966875076294,2.5,13.0,-6.433966875076294,-1.433966875076294,False,approach_gt,"[101.93396759033203, 99.89888763427734]",95.5,20.5,fPqj3nnwQOI_2,fPqj3nnwQOI,2-5s,control,0,82.5
6,8.566033124923706,8.433966875076294,13.5,1.5,-6.933966875076294,4.933966875076294,True,begin_hard_and_remain,"[101.93396759033203, 94.71844482421875]",92.0,26.0,fPqj3nnwQOI_3,fPqj3nnwQOI,0-2s,harmful,1,93.5
7,52.797916889190674,20.202083110809326,66.5,6.5,-13.702083110809326,13.702083110809326,True,begin_hard_and_remain,"[75.70207977294922, 63.411434173583984]",62.0,32.0,fPqj3nnwQOI_4,fPqj3nnwQOI,0-2s,harmful,1,55.5
0,8.916648864746094,1.4166488647460938,8.0,0.5,-0.9166488647460938,-0.9166488647460938,True,begin_hard_and_remain,"[86.5833511352539, 90.50016021728516]",87.5,1.25,fWvWhLJ5Fow_1,fWvWhLJ5Fow,2-5s,control,0,88.0
5,14.554458618164062,9.554458618164062,1.0,4.0,-5.5544586181640625,-13.554458618164062,False,approach_gt,"[88.44554138183594, 100.73536682128906]",102.0,2.0,fWvWhLJ5Fow_3,fWvWhLJ5Fow,2-5s,control,0,98.0
6,1.9152612388134003,7.5847387611866,10.5,1.0,-6.5847387611866,8.5847387611866,True,begin_gt_move_hard,"[34.584739685058594, 28.23650550842285]",26.0,1.3333333333333333,fYTZVxQ8LJk_2,fYTZVxQ8LJk,2-5s,control,0,27.0
9,61.72047843039036,14.279521569609642,71.5,4.5,-9.779521569609642,9.779521569609642,True,begin_hard_and_remain,"[15.279521942138672, 7.289672374725342]",5.5,1.5,fYTZVxQ8LJk_3,fYTZVxQ8LJk,2-5s,control,0,1.0
9,27.75112074613571,38.75112074613571,2.5,8.5,-30.25112074613571,-25.25112074613571,False,approach_gt,"[48.251121520996094, 17.112689971923828]",18.0,6.666666666666667,fmEft49sPfE_2,fmEft49sPfE,2-5s,control,1,9.5
0,6.7688650488853455,42.231134951114655,0.5,48.5,6.2688650488853455,-6.2688650488853455,False,approach_gt,"[73.73113250732422, 81.96444702148438]",80.0,4.0,frOqlk0Wm5Y_1,frOqlk0Wm5Y,0-2s,control,0,31.5
3,23.44392693042755,47.05607306957245,0.0,70.5,23.44392693042755,-23.44392693042755,False,approach_gt,"[83.05607604980469, 105.40393829345703]",106.5,1.0,frOqlk0Wm5Y_3,frOqlk0Wm5Y,2-5s,control,0,36.0
6,6.850914627313614,64.85091462731361,3.5,54.5,-10.350914627313614,-3.350914627313614,False,approach_gt,"[108.85091400146484, 107.1001968383789]",98.5,3.5,fwhkCnOeyC0_1,fwhkCnOeyC0,2-5s,control,0,44.0
7,73.66098982095718,48.339010179042816,107.5,14.5,-33.839010179042816,33.839010179042816,True,begin_hard_and_remain,"[80.8390121459961, 51.12459182739258]",47.0,1.5,fwhkCnOeyC0_3,fwhkCnOeyC0,2-5s,control,0,32.5
9,1.909716323018074,16.590283676981926,28.5,10.0,-6.590283676981926,26.590283676981926,True,begin_gt_move_hard,"[48.09028244018555, 23.364450454711914]",21.5,3.75,gW7s3YAthpI_1,gW7s3YAthpI,2-5s,harmful,1,31.5
9,14.409716323018074,0.40971632301807404,27.0,13.0,12.590283676981926,12.590283676981926,False,begin_hard_and_remain,"[48.09028244018555, 34.9810676574707]",35.5,4.333333333333333,gW7s3YAthpI_2,gW7s3YAthpI,2-5s,harmful,1,48.5
3,38.52885091304779,8.97114908695221,48.5,1.0,-7.9711490869522095,9.97114908695221,True,begin_hard_and_remain,"[49.52885055541992, 60.51786804199219]",59.5,1.25,gbi6MxPf3hA_1,gbi6MxPf3hA,2-5s,control,0,58.5
9,0.5455905050039291,5.454409494996071,7.5,1.5,-3.954409494996071,6.954409494996071,True,begin_gt_move_hard,"[10.4544095993042, 4.750637531280518]",3.5,0.75,gbi6MxPf3hA_2,gbi6MxPf3hA,2-5s,control,0,5.0
9,4.045590505003929,5.454409494996071,10.5,1.0,-4.454409494996071,6.454409494996071,True,begin_gt_move_hard,"[10.4544095993042, 4.938717365264893]",4.0,0.6666666666666666,gbi6MxPf3hA_3,gbi6MxPf3hA,2-5s,control,0,5.0
7,70.11250019073486,30.112500190734863,76.0,36.0,5.887499809265137,5.887499809265137,False,begin_hard_and_remain,"[64.88749694824219, 59.79463195800781]",59.0,4.0,gbtcDoh0q3c_2,gbtcDoh0q3c,2-5s,harmful,1,95.0
9,96.3603887706995,16.6396112293005,105.5,7.5,-9.139611229300499,9.139611229300499,True,begin_hard_and_remain,"[19.139610290527344, 11.279069900512695]",10.0,2.6666666666666665,gf6H_MWCqjw_4,gf6H_MWCqjw,2-5s,harmful,0,2.5
8,17.1980639398098,4.198063939809799,12.5,0.5,-3.698063939809799,-4.698063939809799,True,begin_hard_and_remain,"[72.19806671142578, 70.37300109863281]",67.5,7.5,gkWd1HugK2w_1,gkWd1HugK2w,2-5s,control,1,68.0
7,19.982552230358124,4.517447769641876,38.5,14.0,9.482552230358124,18.517447769641876,False,begin_hard_and_remain,"[50.01744842529297, 36.29341506958008]",31.5,4.25,glAeihz0NAM_1,glAeihz0NAM,2-5s,harmful,0,45.5
9,12.548729330301285,13.451270669698715,0.5,25.5,12.048729330301285,-12.048729330301285,False,approach_gt,"[17.048728942871094, 9.204801559448242]",5.0,4.0,gr5Zss89yLQ_1,gr5Zss89yLQ,0-2s,harmful,0,30.5
6,7.589287459850311,12.910712540149689,2.0,22.5,9.589287459850311,-5.589287459850311,False,approach_gt,"[38.58928680419922, 34.26482391357422]",29.0,1.0,gr5Zss89yLQ_3,gr5Zss89yLQ,2-5s,control,0,51.5
8,0.8179153800010681,20.682084619998932,1.0,22.5,1.8179153800010681,0.18208461999893188,False,approach_neither,"[50.68208312988281, 56.487152099609375]",52.5,1.25,gr5Zss89yLQ_4,gr5Zss89yLQ,2-5s,control,0,30.0
