qid,query,duration,vid,relevant_windows,gt_duration_sec,gt_union_duration_sec,gt_count,query_word_count,query_char_count,gt_duration_bin_fine,gt_duration_bin_broad,normalized_gt_width,r1_iou05,r1_iou07,oracle10_iou05,oracle10_iou07,final_width_sec,final_center_sec,center_error_sec,oracle10_best_iou,initial_width_norm_median,initial_width_sec_median,initial_width_gt_ratio_median,initial_width_gt_ratio_nearest_center,initial_nearest_center_error_sec,valid_tokens,gt_token_count,gt_token_fraction,best_gt_saliency,mean_gt_saliency,best_false_saliency,gt_vs_false_margin,gt_saliency_percentile,gt_saliency_rank,false_peaks_above_gt,false_peak_count,high_saliency_distractor_peak_count,nearby_best_saliency,gt_vs_nearby_margin,random_negative_best_mean,gt_vs_random_negative_margin,top1_gt_token,top3_gt_token,top5_gt_token,top10_gt_token,gt_token_center_sec,audio_duration_sec,qd_top1_center_hit_le_2s,short_failure_iou07,final_width_gt_ratio,qd_top1_center_sec,final_center_error_sec,audio_duration_group,audio_duration_group_threshold_sec,gt_count_bin,query_word_bin
XrJcmftCY04_1,A woman is talking while people are cheering in the background,194,XrJcmftCY04,"[[4, 11]]",7.0,7.0,1,11,62,5-10s,5-10s,0.03608247422680412,1.0,1.0,1.0,1.0,10.0,9.0,1.5,0.7,0.5116411935411949,99.2583915469918,14.17977022099883,18.57212310518997,23.70239039261432,194.0,7.0,0.03608247422680412,-10.935256958007812,-11.094218390328544,-11.090553283691406,0.15529632568359375,1.0,1.0,0.0,59.0,6.0,-11.090553283691406,0.15529632568359375,-11.61073703765869,0.6754800796508782,1.0,1.0,1.0,1.0,7.5,194.0,1.0,0.0,1.4285714285714286,9.0,1.5,not_short_primary,nan,1,11-15w
XrJcmftCY04_2,"Amid applause, people are cheering",194,XrJcmftCY04,"[[51, 58], [67, 72], [93, 99], [105, 111], [112, 118], [120, 126], [151, 153], [74, 76], [101, 103], [131, 133], [171, 175], [15, 23], [179, 195]]",16.0,72.0,13,5,34,10-20s,10s+,0.08247422680412371,1.0,0.0,1.0,1.0,10.0,186.0,1.0,0.875,0.5116411935411949,99.2583915469918,6.203649471686988,2.295705667037561,0.7721028807696086,194.0,71.0,0.36597938144329895,-9.94032096862793,-11.299756896327919,-10.1154146194458,0.1750936508178711,1.0,1.0,0.0,40.0,0.0,-10.1154146194458,0.1750936508178711,-10.364422035217284,0.42410106658935476,1.0,1.0,1.0,1.0,111.8943661971831,194.0,1.0,1.0,0.625,186.0,1.0,not_short_primary,nan,3+,0-5w
Xz56Q2Q5j5c_1,A machine grinds something,300,Xz56Q2Q5j5c,"[[33, 113], [122, 297]]",175.0,255.0,2,4,26,20s+,10s+,0.5833333333333334,0.0,0.0,0.0,0.0,31.0,67.5,5.5,0.475,0.5116411935411949,153.49235806235845,0.8770991889277625,0.7639023353349309,2.2057502514177827,300.0,255.0,0.85,-11.390542984008789,-12.400156051037358,-11.787981033325195,0.39743804931640625,1.0,1.0,0.0,15.0,0.0,-11.787981033325195,0.39743804931640625,-11.787981033325195,0.39743804931640625,1.0,1.0,1.0,1.0,166.6764705882353,300.0,0.0,1.0,0.17714285714285713,67.5,5.5,not_short_primary,nan,2,0-5w
Y3lNEe-ZGF0_1,Music plays as a clock ticks,65,Y3lNEe-ZGF0,"[[41, 63]]",22.0,22.0,1,6,28,20s+,10s+,0.3384615384615385,1.0,1.0,1.0,1.0,23.0,53.5,1.5,0.875,0.5116411935411949,33.256677580177666,1.5116671627353484,1.4507532256047253,2.4711492662042573,65.0,22.0,0.3384615384615385,-11.20370101928711,-11.637525298378684,-11.92386245727539,0.7201614379882812,1.0,1.0,0.0,11.0,0.0,-11.92386245727539,0.7201614379882812,-12.001418600082397,0.7977175807952879,1.0,1.0,1.0,1.0,52.0,65.0,1.0,0.0,1.0454545454545454,53.5,1.5,not_short_primary,nan,1,6-10w
YH4qi8Ul6v0_1,A baby cries,60,YH4qi8Ul6v0,"[[0, 11], [29, 31], [33, 38], [40, 42]]",11.0,20.0,4,3,12,10-20s,10s+,0.18333333333333332,1.0,0.0,1.0,0.0,3.0,35.5,0.0,0.6666666666666666,0.5116411935411949,30.698471612471693,2.790770146588336,0.40439320141383256,0.27771294887569553,60.0,20.0,0.3333333333333333,-10.217714309692383,-10.585427045822144,-10.568666458129883,0.3509521484375,1.0,1.0,0.0,9.0,0.0,-10.832980155944824,0.6152658462524414,-10.672827014923095,0.4551127052307127,1.0,1.0,1.0,1.0,19.0,60.0,1.0,1.0,0.2727272727272727,35.5,0.0,not_short_primary,nan,3+,0-5w
YH4qi8Ul6v0_2,A man talks,60,YH4qi8Ul6v0,"[[30, 35], [0, 5]]",5.0,10.0,2,3,11,5-10s,5-10s,0.08333333333333333,0.0,0.0,0.0,0.0,3.0,30.5,2.0,0.3333333333333333,0.5116411935411949,30.698471612471693,6.139694322494338,0.8896650431104316,2.7222870511243045,60.0,10.0,0.16666666666666666,-11.465742111206055,-11.70306043624878,-11.141214370727539,-0.3245277404785156,0.8,13.0,12.0,13.0,3.0,-11.5343599319458,0.0686178207397461,-11.268870325088502,-0.19687178611755307,0.0,0.0,0.0,0.0,17.5,60.0,1.0,1.0,0.6,30.5,2.0,not_short_primary,nan,2,0-5w
YH4qi8Ul6v0_3,As a man hums,60,YH4qi8Ul6v0,"[[9, 23], [36, 50]]",14.0,28.0,2,4,13,10-20s,10s+,0.23333333333333334,1.0,1.0,1.0,1.0,19.0,17.5,1.5,0.7368421052631579,0.5116411935411949,30.698471612471693,2.1927479723194065,3.6052998677534864,0.22187607118015507,60.0,28.0,0.4666666666666667,-11.957427978515625,-12.227275473730904,-12.159095764160156,0.20166778564453125,1.0,1.0,0.0,8.0,0.0,-12.209060668945312,0.2516326904296875,-12.164198532104493,0.20677055358886776,1.0,1.0,1.0,1.0,29.5,60.0,1.0,0.0,1.3571428571428572,17.5,1.5,not_short_primary,nan,2,0-5w
YQGW5AwDOIo_1,"A man speaks as the wind blows, engines rumble, and birds sing",299,YQGW5AwDOIo,"[[0, 55]]",55.0,55.0,1,12,62,20s+,10s+,0.18394648829431437,0.0,0.0,0.0,0.0,21.0,16.5,11.0,0.38181818181818183,0.5116411935411949,152.98071686881727,2.7814675794330412,3.643060324195183,20.590282099957122,299.0,55.0,0.18394648829431437,-10.890857696533203,-11.059699335965243,-11.315914154052734,0.42505645751953125,1.0,1.0,0.0,69.0,0.0,-11.583667755126953,0.69281005859375,-11.469405088424683,0.5785473918914796,1.0,1.0,1.0,1.0,27.5,299.0,0.0,1.0,0.38181818181818183,16.5,11.0,not_short_primary,nan,1,11-15w
YQGW5AwDOIo_2,An announcement plays while an engine runs in the background,299,YQGW5AwDOIo,"[[101, 121], [202, 211], [218, 232], [241, 246]]",20.0,48.0,4,10,60,20s+,10s+,0.06688963210702341,0.0,0.0,1.0,0.0,11.0,247.5,4.0,0.6,0.5116411935411949,152.98071686881727,7.649035843440863,6.661864949400043,0.10326891608696087,299.0,48.0,0.1605351170568562,-10.942249298095703,-11.755641043186188,-10.936182975769043,-0.006066322326660156,0.9966555183946488,2.0,1.0,71.0,11.0,-10.936182975769043,-0.006066322326660156,-11.051312370300293,0.10906307220458977,0.0,1.0,1.0,1.0,175.95833333333334,299.0,0.0,1.0,0.55,247.5,4.0,not_short_primary,nan,3+,6-10w
YQGW5AwDOIo_3,A man and a woman chat and laugh as an engine runs in the background,299,YQGW5AwDOIo,"[[162, 167]]",5.0,5.0,1,15,68,5-10s,5-10s,0.016722408026755852,0.0,0.0,0.0,0.0,20.0,28.0,136.5,0.25,0.5116411935411949,152.98071686881727,30.596143373763454,4.433497464833651,11.024397138102756,299.0,5.0,0.016722408026755852,-11.215208053588867,-11.416951751708984,-10.464513778686523,-0.7506942749023438,0.802675585284281,60.0,59.0,80.0,15.0,-11.790180206298828,0.5749721527099609,-11.183137845993041,-0.032070207595825906,0.0,0.0,0.0,0.0,164.5,299.0,0.0,1.0,4.0,28.0,136.5,not_short_primary,nan,1,11-15w
YQGW5AwDOIo_4,Music plays as an engine runs in the background,299,YQGW5AwDOIo,"[[181, 186]]",5.0,5.0,1,9,47,5-10s,5-10s,0.016722408026755852,0.0,0.0,0.0,0.0,124.0,231.0,47.5,0.08928571428571429,0.5116411935411949,152.98071686881727,30.596143373763454,4.433497464833651,7.975602861897244,299.0,5.0,0.016722408026755852,-11.554576873779297,-11.65849552154541,-11.251063346862793,-0.3035135269165039,0.8327759197324415,51.0,50.0,81.0,14.0,-11.458562850952148,-0.09601402282714844,-11.529407777786254,-0.025169095993042845,0.0,0.0,0.0,0.0,183.5,299.0,0.0,1.0,24.8,231.0,47.5,not_short_primary,nan,1,6-10w
YQGW5AwDOIo_5,A man shouts into a speaker as an engine revs in the background,299,YQGW5AwDOIo,"[[246, 262]]",16.0,16.0,1,13,63,10-20s,10s+,0.05351170568561873,0.0,0.0,0.0,0.0,9.0,249.5,4.5,0.47058823529411764,0.5116411935411949,152.98071686881727,9.56129480430108,9.176014151949888,26.1672866245396,299.0,16.0,0.05351170568561873,-10.974024772644043,-11.662098407745361,-10.861675262451172,-0.1123495101928711,0.9899665551839465,4.0,3.0,81.0,16.0,-12.0150785446167,1.0410537719726562,-11.188235702514648,0.21421092987060497,0.0,0.0,1.0,1.0,254.0,299.0,0.0,1.0,0.5625,249.5,4.5,not_short_primary,nan,1,11-15w
YflmW68gL4E_1,A woman laughs,285,YflmW68gL4E,"[[17, 19], [25, 27], [90, 92], [95, 100], [154, 156], [201, 203], [259, 261], [279, 281], [4, 6], [32, 35], [81, 82], [161, 165], [191, 192], [282, 285]]",5.0,33.0,14,3,14,5-10s,5-10s,0.017543859649122806,0.0,0.0,1.0,1.0,17.0,22.5,3.5,1.0,0.5116411935411949,145.81774015924054,29.16354803184811,10.792183341949773,1.28325092258072,285.0,33.0,0.11578947368421053,-10.266213417053223,-10.819156762325402,-10.349508285522461,0.08329486846923828,1.0,1.0,0.0,69.0,9.0,-10.349508285522461,0.08329486846923828,-10.463765153884887,0.19755173683166483,1.0,1.0,1.0,1.0,134.46969696969697,285.0,0.0,1.0,3.4,22.5,3.5,not_short_primary,nan,3+,0-5w
YflmW68gL4E_2,Someone burps,285,YflmW68gL4E,"[[24, 25], [30, 32], [89, 90], [160, 161], [189, 191], [200, 202], [278, 280], [94, 95]]",2.0,12.0,8,2,13,2-3s,2-5s,0.007017543859649123,0.0,0.0,0.0,0.0,7.0,168.5,8.0,0.3333333333333333,0.5116411935411949,145.81774015924054,72.90887007962027,26.980458354874433,2.78325092258072,285.0,12.0,0.042105263157894736,-10.22140884399414,-10.713387568791708,-10.255294799804688,0.033885955810546875,1.0,1.0,0.0,82.0,14.0,-10.591426849365234,0.37001800537109375,-10.822002124786376,0.6005932807922356,1.0,1.0,1.0,1.0,147.58333333333334,285.0,0.0,1.0,3.5,168.5,8.0,longer_audio,188.5,3+,0-5w
Z1Cyj4N05lk_1,A dog whines as mechanical buzzers and noises sound and someone whistles,299,Z1Cyj4N05lk,"[[82, 89], [112, 120], [139, 143]]",8.0,19.0,3,12,72,5-10s,5-10s,0.026755852842809364,0.0,0.0,0.0,0.0,16.0,222.0,81.0,0.4117647058823529,0.5116411935411949,152.98071686881727,19.12258960860216,19.89315091330454,1.9617395210139819,299.0,19.0,0.06354515050167224,-11.890947341918945,-12.001620694210654,-11.903205871582031,0.012258529663085938,1.0,1.0,0.0,66.0,14.0,-11.97801399230957,0.087066650390625,-11.977490291595458,0.0865429496765131,1.0,1.0,1.0,1.0,110.02631578947368,299.0,0.0,1.0,2.0,222.0,81.0,not_short_primary,nan,3+,11-15w
Z1Cyj4N05lk_2,"A dog whines, things make noise, mechanical buzzers sound, steam hisses",299,Z1Cyj4N05lk,"[[122, 125], [126, 140]]",14.0,17.0,2,11,71,10-20s,10s+,0.046822742474916385,0.0,0.0,1.0,0.0,22.0,112.0,11.5,0.6666666666666666,0.5116411935411949,152.98071686881727,10.927194062058376,6.893017727899464,0.577567865930007,299.0,17.0,0.056856187290969896,-12.160804748535156,-12.465444059932933,-12.017217636108398,-0.1435871124267578,0.959866220735786,13.0,12.0,66.0,14.0,-12.074688911437988,-0.08611583709716797,-12.163119869232178,0.0023151206970215554,0.0,0.0,0.0,0.0,131.3235294117647,299.0,0.0,1.0,1.5714285714285714,112.0,11.5,not_short_primary,nan,2,11-15w
Z1Cyj4N05lk_3,Mechanical buzzers and toys make noise as a dog barks,299,Z1Cyj4N05lk,"[[175, 177]]",2.0,2.0,1,10,53,2-3s,2-5s,0.006688963210702341,0.0,0.0,0.0,0.0,18.0,245.0,69.0,0.043478260869565216,0.5116411935411949,152.98071686881727,76.49035843440863,11.083743662084126,0.47560286189724366,299.0,2.0,0.006688963210702341,-11.838994979858398,-11.877208709716797,-11.810077667236328,-0.028917312622070312,0.9966555183946488,2.0,1.0,71.0,16.0,-11.917308807373047,0.07831382751464844,-12.2818643283844,0.4428693485260009,0.0,1.0,1.0,1.0,176.0,299.0,0.0,1.0,9.0,245.0,69.0,longer_audio,188.5,1,6-10w
Z3wDry8nnJs_1,A girl talks while water flows,90,Z3wDry8nnJs,"[[29, 32], [47, 49], [59, 62]]",3.0,8.0,3,6,30,3-5s,2-5s,0.03333333333333333,0.0,0.0,1.0,0.0,5.0,9.5,21.0,0.5,0.5116411935411949,46.04770741870754,15.349235806235846,5.680096495763038,0.3789213439728556,90.0,8.0,0.08888888888888889,-11.70789909362793,-12.301458597183228,-11.44089126586914,-0.26700782775878906,0.8555555555555555,14.0,13.0,21.0,4.0,-11.692608833312988,-0.015290260314941406,-11.594125623703002,-0.11377346992492754,0.0,0.0,0.0,0.0,46.125,90.0,0.0,1.0,1.6666666666666667,9.5,21.0,shorter_or_equal_audio,188.5,3+,6-10w
Z3wDry8nnJs_2,Things rub together,90,Z3wDry8nnJs,"[[36, 42], [50, 55], [63, 66]]",6.0,14.0,3,3,19,5-10s,5-10s,0.06666666666666667,1.0,0.0,1.0,1.0,6.0,54.0,1.5,0.7142857142857143,0.5116411935411949,46.04770741870754,7.674617903117923,1.1120813038880395,0.33343057668645315,90.0,14.0,0.15555555555555556,-11.006321907043457,-11.102736677442278,-11.048105239868164,0.04178333282470703,1.0,1.0,0.0,18.0,2.0,-11.048105239868164,0.04178333282470703,-11.13063401222229,0.12431210517883251,1.0,1.0,1.0,1.0,49.285714285714285,90.0,1.0,1.0,1.0,54.0,1.5,not_short_primary,nan,3+,0-5w
Z3wDry8nnJs_3,A girl spits,90,Z3wDry8nnJs,"[[43, 44], [56, 58], [67, 69]]",2.0,5.0,3,3,12,2-3s,2-5s,0.022222222222222223,1.0,0.0,1.0,1.0,3.0,56.5,0.5,1.0,0.5116411935411949,46.04770741870754,23.02385370935377,23.95161982872788,0.4680382712666926,90.0,5.0,0.05555555555555555,-10.874584197998047,-11.190988349914551,-10.95414924621582,0.07956504821777344,1.0,1.0,0.0,21.0,5.0,-11.0621337890625,0.18754959106445312,-11.273730001449586,0.39914580345153894,1.0,1.0,1.0,1.0,58.7,90.0,1.0,1.0,1.5,56.5,0.5,shorter_or_equal_audio,188.5,3+,0-5w
ZBtgrP4vU_w_1,Music plays,300,ZBtgrP4vU_w,"[[0, 7]]",7.0,7.0,1,2,11,5-10s,5-10s,0.023333333333333334,1.0,1.0,1.0,1.0,6.0,3.0,0.5,0.8571428571428571,0.5116411935411949,153.49235806235845,21.927479723194065,28.719777997716445,44.75111916383658,300.0,7.0,0.023333333333333334,-9.662883758544922,-9.844727379935128,-10.65277099609375,0.9898872375488281,1.0,1.0,0.0,83.0,5.0,-10.65277099609375,0.9898872375488281,-11.750622901916504,2.087739143371582,1.0,1.0,1.0,1.0,3.5,300.0,1.0,0.0,0.8571428571428571,3.0,0.5,not_short_primary,nan,1,0-5w
ZBtgrP4vU_w_2,gunshots sound,300,ZBtgrP4vU_w,"[[7, 9]]",2.0,2.0,1,2,14,2-3s,2-5s,0.006666666666666667,0.0,0.0,0.0,0.0,6.0,3.0,5.0,0.0,0.5116411935411949,153.49235806235845,76.74617903117922,100.51922299200756,40.25111916383658,300.0,2.0,0.006666666666666667,-12.205244064331055,-12.72894287109375,-12.347843170166016,0.14259910583496094,1.0,1.0,0.0,95.0,18.0,-12.389541625976562,0.1842975616455078,-13.234665088653564,1.0294210243225095,1.0,1.0,1.0,1.0,8.0,300.0,0.0,1.0,3.0,3.0,5.0,longer_audio,188.5,1,0-5w
ZBtgrP4vU_w_3,A fan runs as something fries in a pan,300,ZBtgrP4vU_w,"[[21, 198]]",177.0,177.0,1,9,38,20s+,10s+,0.59,0.0,0.0,0.0,0.0,16.0,15.0,94.5,0.3559322033898305,0.5116411935411949,153.49235806235845,0.8671884636291438,1.428717626081358,0.28502493134654117,300.0,177.0,0.59,-11.212905883789062,-11.679820400173382,-11.558440208435059,0.3455343246459961,1.0,1.0,0.0,39.0,0.0,-11.632783889770508,0.4198780059814453,-11.558440208435059,0.3455343246459961,1.0,1.0,1.0,1.0,109.5,300.0,0.0,1.0,0.0903954802259887,15.0,94.5,not_short_primary,nan,1,6-10w
ZTYAQBnU4GM_1,A door shuts,114,ZTYAQBnU4GM,"[[41, 43]]",2.0,2.0,1,3,12,2-3s,2-5s,0.017543859649122806,0.0,0.0,1.0,0.0,6.0,18.0,24.0,0.5,0.5116411935411949,58.32709606369622,29.16354803184811,48.04777376511607,0.49830947391168934,114.0,2.0,0.017543859649122806,-10.62210464477539,-11.275939464569092,-10.77022647857666,0.14812183380126953,1.0,1.0,0.0,35.0,6.0,-11.331031799316406,0.7089271545410156,-11.639674682617187,1.0175700378417964,1.0,1.0,1.0,1.0,42.0,114.0,0.0,1.0,3.0,18.0,24.0,shorter_or_equal_audio,188.5,1,0-5w
ZUmZgPL0ges_1,A bell rings at regular intervals,168,ZUmZgPL0ges,"[[0, 129]]",129.0,129.0,1,6,33,20s+,10s+,0.7678571428571429,0.0,0.0,1.0,1.0,52.0,26.0,38.5,0.8217054263565892,0.5116411935411949,85.95572051492074,0.6663234148443469,1.0977867526913505,3.3396139615540648,168.0,129.0,0.7678571428571429,-10.292224884033203,-10.848790109619614,-12.243597984313965,1.9513731002807617,1.0,1.0,0.0,12.0,0.0,-12.36614990234375,2.073925018310547,-12.243597984313965,1.9513731002807617,1.0,1.0,1.0,1.0,64.5,168.0,0.0,1.0,0.40310077519379844,26.0,38.5,not_short_primary,nan,1,6-10w
ZUmZgPL0ges_2,Echoes ring out and something scrapes,168,ZUmZgPL0ges,"[[128, 140]]",12.0,12.0,1,6,37,10-20s,10s+,0.07142857142857142,0.0,0.0,1.0,1.0,23.0,70.5,63.5,0.75,0.5116411935411949,85.95572051492074,7.1629767095767285,6.874338361327006,5.986970411112537,168.0,12.0,0.07142857142857142,-11.384174346923828,-11.753185351689657,-10.652416229248047,-0.7317581176757812,0.27976190476190477,122.0,121.0,55.0,10.0,-11.325092315673828,-0.05908203125,-10.691902742385864,-0.6922716045379644,0.0,0.0,0.0,0.0,134.0,168.0,0.0,1.0,1.9166666666666667,70.5,63.5,not_short_primary,nan,1,6-10w
ZUmZgPL0ges_3,"Amid the noise, a dog barks",168,ZUmZgPL0ges,"[[137, 138], [142, 143], [157, 158], [159, 160], [164, 166]]",2.0,6.0,5,6,27,2-3s,2-5s,0.011904761904761904,0.0,0.0,0.0,0.0,6.0,136.0,1.5,0.25,0.5116411935411949,85.95572051492074,42.97786025746037,41.24603016796204,9.486970411112537,168.0,6.0,0.03571428571428571,-10.81341552734375,-10.982003688812256,-10.710293769836426,-0.10312175750732422,0.9880952380952381,3.0,2.0,50.0,5.0,-10.710293769836426,-0.10312175750732422,-11.336467609405517,0.523052082061767,0.0,1.0,1.0,1.0,154.5,168.0,1.0,1.0,3.0,136.0,1.5,shorter_or_equal_audio,188.5,3+,6-10w
ZY4aGEniU_E_1,Music plays as a man talks and food sizzles,234,ZY4aGEniU_E,"[[90, 102], [160, 163]]",12.0,15.0,2,9,43,10-20s,10s+,0.05128205128205128,0.0,0.0,0.0,0.0,188.0,123.0,27.0,0.2,0.5116411935411949,119.7240392886396,9.9770032740533,8.689389064434838,0.18951480389412723,234.0,15.0,0.0641025641025641,-11.382732391357422,-11.726256497701009,-11.302522659301758,-0.08020973205566406,0.9700854700854701,8.0,7.0,66.0,11.0,-11.681448936462402,0.29871654510498047,-11.452234554290772,0.06950216293335032,0.0,0.0,0.0,1.0,109.1,234.0,0.0,1.0,15.666666666666666,123.0,27.0,not_short_primary,nan,2,6-10w
Z_smJ66Tb3c_1,Wings flap and someone whistles,201,Z_smJ66Tb3c,"[[10, 14], [68, 71], [111, 112], [15, 16], [38, 42]]",4.0,13.0,5,5,31,3-5s,2-5s,0.01990049751243781,1.0,0.0,1.0,0.0,6.0,13.0,1.0,0.6666666666666666,0.5116411935411949,102.83987990178017,25.70996997544504,42.35790581924706,3.674033295997816,201.0,13.0,0.06467661691542288,-11.670602798461914,-12.258659142714281,-11.656547546386719,-0.014055252075195312,0.9950248756218906,2.0,1.0,62.0,8.0,-11.656547546386719,-0.014055252075195312,-12.244621858596801,0.5740190601348871,0.0,1.0,1.0,1.0,41.80769230769231,201.0,1.0,1.0,1.5,13.0,1.0,longer_audio,188.5,3+,0-5w
Z_smJ66Tb3c_2,Wings flap and a breath is drawn in,201,Z_smJ66Tb3c,"[[13, 15], [16, 18], [111, 118]]",7.0,11.0,3,8,35,5-10s,5-10s,0.03482587064676617,0.0,0.0,0.0,0.0,5.0,14.5,0.5,0.4,0.5116411935411949,102.83987990178017,14.691411414540024,2.128841353157104,3.4946616212664026,201.0,11.0,0.05472636815920398,-11.462444305419922,-12.001985029740768,-11.338441848754883,-0.12400245666503906,0.9800995024875622,5.0,4.0,60.0,12.0,-11.360430717468262,-0.10201358795166016,-11.70333459854126,0.24089029312133725,0.0,0.0,1.0,1.0,78.5,201.0,1.0,1.0,0.7142857142857143,14.5,0.5,not_short_primary,nan,3+,6-10w
Z_smJ66Tb3c_3,Birds chirp and something bumps into another object,201,Z_smJ66Tb3c,"[[88, 89]]",1.0,1.0,1,8,51,1-2s,0-2s,0.004975124378109453,0.0,0.0,0.0,0.0,8.0,12.0,76.5,0.0,0.5116411935411949,102.83987990178017,102.83987990178017,64.87274878364245,1.296291441645252,201.0,1.0,0.004975124378109453,-11.595541954040527,-11.595541954040527,-9.798914909362793,-1.7966270446777344,0.7960199004975125,42.0,41.0,59.0,9.0,-12.595101356506348,0.9995594024658203,-12.287722835540771,0.6921808815002439,0.0,0.0,0.0,0.0,88.5,201.0,0.0,1.0,8.0,12.0,76.5,shorter_or_equal_audio,213.0,1,6-10w
ZsTZ7jqbd9M_1,Music plays,300,ZsTZ7jqbd9M,"[[3, 10]]",7.0,7.0,1,2,11,5-10s,5-10s,0.023333333333333334,0.0,0.0,1.0,0.0,32.0,20.0,13.5,0.625,0.5116411935411949,153.49235806235845,21.927479723194065,28.719777997716445,41.75111916383658,300.0,7.0,0.023333333333333334,-9.435397148132324,-9.518478529793876,-9.44764518737793,0.012248039245605469,1.0,1.0,0.0,99.0,10.0,-9.44764518737793,0.012248039245605469,-11.001757526397705,1.5663603782653812,1.0,1.0,1.0,1.0,6.5,300.0,0.0,1.0,4.571428571428571,20.0,13.5,not_short_primary,nan,1,0-5w
ZsTZ7jqbd9M_2,A man talks where birds sing,300,ZsTZ7jqbd9M,"[[14, 300]]",286.0,286.0,1,6,28,20s+,10s+,0.9533333333333334,1.0,1.0,1.0,1.0,255.0,133.5,23.5,0.8401360544217688,0.5116411935411949,153.49235806235845,0.536686566651603,0.5583128165204634,13.560127570888966,300.0,286.0,0.9533333333333334,-11.771078109741211,-11.968362414753521,-12.25012493133545,0.4790468215942383,1.0,1.0,0.0,4.0,0.0,-12.25012493133545,0.4790468215942383,-12.25012493133545,0.4790468215942383,1.0,1.0,1.0,1.0,157.0,300.0,0.0,0.0,0.8916083916083916,133.5,23.5,not_short_primary,nan,1,6-10w
ZsTZ7jqbd9M_3,A man talks as music and birds chirp in the background,300,ZsTZ7jqbd9M,"[[19, 52]]",33.0,33.0,1,11,54,20s+,10s+,0.11,0.0,0.0,0.0,0.0,37.0,277.5,242.0,0.225,0.5116411935411949,153.49235806235845,4.651283577647225,6.09207412072773,12.751119163836577,300.0,33.0,0.11,-11.902608871459961,-12.425993514783455,-11.47978401184082,-0.4228248596191406,0.49333333333333335,153.0,152.0,82.0,23.0,-11.875725746154785,-0.02688312530517578,-11.528552236557006,-0.3740566349029546,0.0,0.0,0.0,0.0,35.5,300.0,0.0,1.0,1.121212121212121,277.5,242.0,not_short_primary,nan,1,11-15w
ZsTZ7jqbd9M_4,Cars pass by as a man talks and birds chirp,300,ZsTZ7jqbd9M,"[[73, 79], [130, 159], [227, 233], [287, 296]]",29.0,50.0,4,10,43,20s+,10s+,0.09666666666666666,0.0,0.0,1.0,0.0,13.0,26.5,49.5,0.6,0.5116411935411949,153.49235806235845,5.292839933184774,5.506119500856983,1.060127570888966,300.0,50.0,0.16666666666666666,-11.282561302185059,-12.76704267501831,-10.798816680908203,-0.48374462127685547,0.96,13.0,12.0,83.0,14.0,-11.266948699951172,-0.015612602233886719,-10.961201982498169,-0.3213593196868896,0.0,0.0,0.0,0.0,173.0,300.0,0.0,1.0,0.4482758620689655,26.5,49.5,not_short_primary,nan,3+,6-10w
Zsf2YvJfCKw_1,Something crashes,135,Zsf2YvJfCKw,"[[6, 8], [74, 75], [98, 100]]",2.0,5.0,3,2,17,2-3s,2-5s,0.014814814814814815,0.0,0.0,0.0,0.0,5.0,101.5,2.5,0.2,0.5116411935411949,69.0715611280613,34.53578056403065,39.984531652761696,0.358885126702873,135.0,5.0,0.037037037037037035,-11.661469459533691,-12.21143627166748,-11.139116287231445,-0.5223531723022461,0.9777777777777777,4.0,3.0,39.0,9.0,-11.356651306152344,-0.30481815338134766,-12.101268892288209,0.4397994327545174,0.0,0.0,1.0,1.0,57.3,135.0,0.0,1.0,2.5,101.5,2.5,shorter_or_equal_audio,188.5,3+,0-5w
Zsf2YvJfCKw_2,Water flows,135,Zsf2YvJfCKw,"[[17, 27], [34, 54], [80, 90], [100, 122]]",22.0,62.0,4,2,11,20s+,10s+,0.16296296296296298,0.0,0.0,1.0,1.0,10.0,38.0,6.0,0.8,0.5116411935411949,69.0715611280613,3.1396164149118775,4.112150031491218,0.2869963762735388,135.0,62.0,0.45925925925925926,-10.810457229614258,-11.496600566371795,-11.06728744506836,0.25683021545410156,1.0,1.0,0.0,22.0,0.0,-11.308699607849121,0.4982423782348633,-11.079365882873535,0.2689086532592775,1.0,1.0,1.0,1.0,70.83870967741936,135.0,0.0,1.0,0.45454545454545453,38.0,6.0,not_short_primary,nan,3+,0-5w
_9mgOkzm-xg_1,Music is playing,299,_9mgOkzm-xg,"[[0, 11]]",11.0,11.0,1,3,16,10-20s,10s+,0.03678929765886288,1.0,1.0,1.0,1.0,9.0,4.5,1.0,0.8181818181818182,0.5116411935411949,152.98071686881727,13.907337897165206,18.215301620975914,42.59028209995712,299.0,11.0,0.03678929765886288,-9.121162414550781,-9.26706903631037,-10.134286880493164,1.0131244659423828,1.0,1.0,0.0,92.0,9.0,-10.134286880493164,1.0131244659423828,-11.118749284744263,1.9975868701934818,1.0,1.0,1.0,1.0,5.5,299.0,1.0,0.0,0.8181818181818182,4.5,1.0,not_short_primary,nan,1,0-5w
